time_s,totalThroughputMbps
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,220.251
2.2,259.73
2.3,261.004
2.4,245.014
2.5,243.9
2.6,233.788
2.7,229.205
2.8,226.938
2.9,216.891
3,218.345
3.1,220.42
3.2,225.818
3.3,229.38
3.4,232.907
3.5,239.259
3.6,222.449
3.7,205.836
3.8,210.148
3.9,217.021
4,218.692
4.1,223.009
4.2,220.372
4.3,224.976
4.4,227.748
4.5,227.146
4.6,223.546
4.7,218.497
4.8,217.789
4.9,218.864
5,219.019
5.1,217.744
5.2,215.169
5.3,216.636
5.4,216.768
5.5,215.041
5.6,215.316
5.7,214.914
5.8,216.865
5.9,216.917
6,218.305
6.1,216.737
6.2,216.537
6.3,212.16
6.4,212.116
6.5,213.512
6.6,214.269
6.7,215.623
6.8,215.967
6.9,216.27
7,216.77
7.1,218.032
7.2,216.299
7.3,217.379
7.4,215.8
7.5,215.325
7.6,213.606
7.7,214.514
7.8,211.78
7.9,211.873
8,211.814
8.1,212.027
8.2,211.14
8.3,212.624
8.4,211.789
8.5,211.144
8.6,210.36
8.7,211.014
8.8,211.948
8.9,212.683
9,211.03
9.1,211.705
9.2,212.208
9.3,211.873
9.4,212.997
9.5,213.523
9.6,210.965
9.7,211.167
9.8,211.943
9.9,212.248
10,212.24
10.1,213.019
10.2,213.126
10.3,212.452
10.4,213.975
10.5,214.38
10.6,213.802
10.7,214.036
10.8,213.589
10.9,213.639
11,214.776
11.1,215.795
11.2,213.498
11.3,213.897
11.4,214.107
11.5,214.332
11.6,215.286
11.7,215.598
11.8,215.812
11.9,214.871
