standard,nUsers,trafficType,packetSize,flowId,throughputMbps,avgDelayMs,txPackets,rxPackets,lostPackets
ac,16,medium,1500,7,5.0915,20.6878,4167,4165,2
ac,16,medium,1500,8,5.08785,23.3631,4167,4153,14
ac,16,medium,1500,9,5.07945,28.0856,4167,4146,21
ac,16,medium,1500,10,5.05489,21.9002,4167,4118,49
ac,16,medium,1500,11,5.08895,27.5411,4167,4163,4
ac,16,medium,1500,12,5.08104,27.6675,4167,4150,17
ac,16,medium,1500,13,5.0891,30.1563,4167,4157,10
ac,16,medium,1500,14,5.08688,27.4394,4167,4140,27
ac,16,medium,1500,15,5.07316,24.709,4167,4145,22
ac,16,medium,1500,16,5.08248,24.9615,4167,4157,10
ax,1,extra,1500,1,337.666,362.962,416667,276229,140438
ax,1,extra,1500,1,381.771,317.429,416667,312311,104356
ac,1,extra,1500,1,330.772,370.943,416667,270590,146077
